age,annual_income,education_level,city_type,daily_commute_km,weekly_travel_distance_km,current_vehicle_type,vehicle_age_years,fuel_expense_per_month,charging_station_accessibility,nearest_charging_station_km,home_charging_available,electricity_cost_per_kwh,environmental_awareness_score,government_incentive_awareness,technology_affinity_score,range_anxiety_score,battery_replacement_concern,ev_knowledge_score,previous_ev_experience,ev_adoption_likelihood,monthly_energy_consumption_kwh,monthly_charging_cost
41,30582.0,High School,Urban,22.0,159.1,SUV,8.3,167.5,8.1,2.3,0,0.21,9.7,6.4,7.0,3.5,5.9,7.8,1,High,141.0,29.4
56,31305.0,Bachelor,Suburban,42.3,337.0,SUV,0.0,318.3,6.3,12.3,1,0.33,4.1,4.3,5.8,6.7,9.5,5.7,0,Low,335.2,109.9
40,59588.0,Bachelor,Suburban,30.3,215.7,Sedan,4.8,230.2,7.9,8.5,0,0.18,8.0,4.9,3.8,6.6,6.5,5.3,0,Medium,200.2,36.1
68,31251.0,Bachelor,Urban,27.5,197.0,Truck,4.6,239.6,10.0,10.7,0,0.22,4.9,4.8,5.4,6.0,7.8,5.3,0,Low,188.3,41.0
22,29511.0,Bachelor,Rural,31.3,220.1,Hatchback,4.2,255.6,3.5,7.7,1,0.27,4.5,4.7,4.5,6.2,2.4,5.3,0,Medium,186.8,51.3
47,17522.0,High School,Urban,5.0,35.1,Hatchback,0.9,23.9,2.3,9.4,1,0.2,5.9,5.0,4.0,7.6,5.2,5.1,0,Low,23.5,4.8
52,45878.0,Bachelor,Urban,33.9,240.6,Hatchback,4.9,239.8,5.5,0.5,1,0.18,9.9,10.0,8.3,4.9,7.6,10.0,0,High,225.0,40.2
42,41659.0,Bachelor,Urban,48.6,309.7,Sedan,6.2,397.4,5.2,3.6,0,0.21,8.3,5.0,9.4,5.8,7.3,9.6,0,High,277.5,58.4
28,17257.0,Master,Suburban,52.6,312.5,SUV,10.0,406.6,6.1,9.3,1,0.14,5.8,9.4,3.2,6.8,2.8,5.2,0,Medium,213.8,30.8
35,79629.0,Master,Suburban,53.5,330.8,Sedan,7.6,517.6,5.9,1.9,1,0.2,9.0,7.8,9.6,6.0,3.6,10.0,0,High,302.8,61.1
62,62104.0,Master,Suburban,31.8,174.6,SUV,4.0,299.3,5.0,6.5,1,0.14,7.3,7.0,9.9,2.2,5.5,7.8,0,High,111.7,16.1
37,31629.0,Bachelor,Urban,51.4,373.0,Hatchback,7.5,409.9,9.1,5.9,0,0.27,2.3,5.9,3.2,9.1,6.4,2.1,0,Low,324.5,88.7
38,47730.0,Bachelor,Rural,31.4,215.7,SUV,8.7,311.8,4.6,9.9,0,0.33,3.1,9.5,4.9,6.7,9.6,3.7,0,Low,131.6,44.1
36,16865.0,Master,Suburban,27.8,152.3,SUV,7.0,235.5,4.7,11.3,1,0.12,3.3,7.9,6.6,9.1,4.2,5.7,0,Medium,137.5,15.8
59,36520.0,Bachelor,Suburban,31.1,155.7,Hatchback,5.2,211.7,6.2,5.4,0,0.3,7.1,7.1,5.9,5.0,4.7,6.6,0,High,120.0,36.2
57,29432.0,Bachelor,Suburban,32.2,238.4,Sedan,7.7,282.8,9.5,10.9,0,0.28,9.2,6.8,7.2,5.0,3.8,8.2,0,High,188.7,52.7
55,19204.0,Master,Urban,52.1,409.7,Hatchback,5.9,450.8,6.8,0.5,1,0.09,4.6,10.0,4.7,6.6,3.1,4.8,1,High,327.6,28.9
42,93946.0,Bachelor,Rural,28.7,178.3,Sedan,1.5,269.3,4.0,14.4,1,0.2,9.6,4.8,9.5,3.7,4.2,10.0,0,High,167.5,33.7
67,18051.0,Bachelor,Rural,37.9,279.0,Hatchback,6.1,387.7,6.8,5.8,1,0.1,7.2,6.5,5.8,10.0,9.7,4.5,0,Low,217.2,22.3
59,52882.0,Master,Suburban,28.8,180.0,Sedan,5.1,244.7,5.9,18.5,0,0.31,7.6,4.4,8.4,2.3,4.4,8.3,1,High,137.2,42.3
57,70791.0,Bachelor,Rural,9.7,51.1,Sedan,0.0,112.2,3.4,12.2,1,0.18,8.3,8.4,9.2,5.4,4.2,8.5,0,High,32.4,5.8
36,36214.0,High School,Urban,32.5,192.5,Hatchback,6.2,203.8,5.8,8.0,1,0.35,8.6,10.0,8.3,5.1,4.4,8.5,0,High,135.7,47.3
41,50545.0,Master,Urban,47.4,331.4,Hatchback,9.1,401.7,5.1,0.5,0,0.34,9.6,6.4,7.3,2.9,5.8,9.6,0,High,339.5,116.3
63,57548.0,Bachelor,Urban,14.5,94.4,Hatchback,8.0,55.8,4.1,4.0,1,0.27,6.5,7.9,6.3,6.1,4.7,5.7,0,High,83.8,22.3
37,51888.0,High School,Urban,26.2,160.4,Hatchback,4.3,291.2,9.7,6.3,1,0.24,6.1,3.7,8.5,5.9,5.8,6.6,1,High,138.0,32.7
64,77861.0,High School,Suburban,35.7,226.1,Truck,1.5,261.4,4.5,9.9,0,0.23,10.0,4.3,8.9,3.0,6.7,7.6,0,High,156.6,36.1
55,43652.0,High School,Urban,34.6,201.4,Hatchback,3.8,193.6,5.6,2.2,1,0.28,6.0,5.4,5.8,7.2,5.6,6.2,1,High,175.1,48.9
22,35743.0,Bachelor,Urban,9.7,54.1,Sedan,6.5,157.1,8.1,1.4,1,0.33,7.8,5.1,6.6,7.3,3.8,6.3,0,High,53.9,17.7
40,53509.0,High School,Urban,6.1,33.4,SUV,10.8,17.3,5.5,9.5,1,0.29,5.9,2.2,5.1,7.6,3.8,5.8,0,Medium,29.6,8.6
57,46939.0,Master,Urban,43.1,252.7,Sedan,9.0,304.4,8.5,0.5,1,0.17,8.3,5.9,6.3,3.5,6.5,6.6,0,High,257.1,44.6
25,18215.0,Master,Rural,31.7,219.8,Sedan,5.8,192.9,6.0,5.4,1,0.11,8.8,8.8,8.7,3.5,5.4,9.6,0,High,200.9,21.3
21,57902.0,Bachelor,Rural,53.5,381.9,SUV,4.2,502.5,2.4,2.3,1,0.18,7.9,2.0,7.5,4.8,8.3,6.6,0,Medium,349.5,62.6
48,24271.0,Master,Suburban,31.1,185.7,SUV,7.2,227.0,3.3,15.3,0,0.16,5.6,4.8,4.7,6.8,3.6,4.8,0,Low,144.6,22.6
31,50299.0,Bachelor,Suburban,42.6,232.5,Sedan,8.6,355.5,2.2,6.8,1,0.23,6.5,10.0,5.2,6.0,3.7,5.8,0,High,238.8,54.1
51,31882.0,Bachelor,Urban,41.0,221.2,SUV,2.8,330.4,2.7,1.5,1,0.13,4.6,3.0,3.5,7.2,8.5,4.7,0,Low,181.1,24.1
50,46993.0,Bachelor,Suburban,25.1,172.3,SUV,6.8,238.7,5.2,12.2,0,0.33,7.9,2.1,7.4,4.3,5.5,8.2,0,Medium,110.0,36.0
45,33568.0,Bachelor,Suburban,45.1,230.4,Truck,7.7,341.4,5.6,1.3,1,0.34,5.9,8.4,3.5,9.9,4.7,5.2,0,Low,161.6,54.4
62,21701.0,Bachelor,Suburban,31.6,247.5,Hatchback,2.4,268.8,6.5,11.2,1,0.24,3.3,5.0,4.1,9.9,5.2,2.7,0,Low,162.0,38.5
31,45008.0,,Urban,46.3,370.0,SUV,10.6,382.3,7.9,8.0,0,0.19,7.7,3.8,5.3,4.8,7.6,6.2,0,Medium,265.5,51.5
47,29225.0,Bachelor,Urban,28.5,147.6,SUV,1.9,209.2,7.9,0.5,1,0.24,7.7,7.2,4.2,5.4,9.6,5.6,0,Medium,140.8,34.2
60,93025.0,Master,Rural,66.0,446.2,Sedan,4.3,498.9,6.6,2.2,1,0.11,9.9,5.4,9.0,3.1,4.7,8.7,0,High,311.2,33.3
64,34795.0,Bachelor,Rural,33.7,223.2,Truck,4.0,279.6,3.1,9.9,1,0.27,8.6,6.5,8.7,4.0,4.8,9.1,0,High,222.1,61.0
58,56132.0,Bachelor,Rural,17.4,123.7,Truck,7.2,86.0,4.8,9.3,0,0.1,4.9,6.9,4.7,9.1,1.0,4.3,0,Low,76.6,7.7
32,20152.0,High School,Suburban,26.3,188.4,Hatchback,5.1,225.2,5.2,10.3,1,0.19,5.1,3.9,3.9,9.5,7.1,3.7,1,Low,116.4,22.6
34,109376.0,Bachelor,Urban,15.9,122.4,Sedan,8.8,48.7,3.9,0.9,1,0.3,10.0,1.0,9.1,4.9,4.9,9.2,0,High,104.2,31.2
63,18553.0,Master,Suburban,46.0,361.6,Sedan,11.1,329.2,5.5,9.5,1,0.29,6.3,6.3,5.6,7.1,6.8,6.0,0,Medium,241.9,70.2
23,28711.0,High School,Rural,56.4,352.2,Sedan,6.8,468.9,5.0,7.3,1,0.1,7.6,5.7,4.5,9.0,6.2,6.8,1,Medium,227.9,22.5
59,69314.0,High School,Rural,31.2,182.0,SUV,0.0,236.7,4.0,1.9,1,0.11,7.3,6.3,5.6,7.0,6.8,6.3,0,Medium,157.7,16.8
67,44760.0,Master,Rural,21.1,113.4,Sedan,1.6,136.3,6.8,11.0,0,0.21,8.1,5.6,6.1,3.0,4.2,5.9,1,High,100.4,21.5
45,19058.0,PhD,Rural,23.0,179.9,Sedan,6.5,183.4,5.9,20.2,0,0.32,8.7,4.2,7.8,4.4,7.5,7.4,1,Medium,118.2,37.7
39,33291.0,Bachelor,Rural,36.3,197.3,SUV,5.3,296.7,6.1,11.6,1,0.1,2.7,7.1,5.5,6.4,7.9,5.5,0,Low,152.7,14.8
68,34774.0,Bachelor,Urban,57.9,454.7,Hatchback,2.3,440.7,8.4,5.8,1,0.18,5.6,6.4,2.3,9.4,5.8,3.8,0,Low,450.7,81.4
65,24223.0,Master,Urban,65.3,343.3,Hatchback,11.4,504.9,4.9,0.5,1,0.13,7.4,4.5,6.1,7.4,4.1,7.8,0,High,286.0,36.8
42,45683.0,High School,Urban,25.8,152.8,SUV,2.9,232.0,6.5,3.8,0,0.12,6.9,5.3,9.5,3.3,5.1,8.0,0,High,121.9,15.1
37,56777.0,Bachelor,Suburban,41.5,237.7,SUV,10.2,336.3,3.7,5.7,1,0.21,8.4,4.5,9.7,5.7,4.8,9.3,0,High,230.5,49.2
32,73654.0,Bachelor,Rural,35.8,225.1,SUV,8.4,324.0,4.6,10.4,0,0.16,6.5,5.4,5.0,5.5,1.6,5.6,0,Medium,226.9,36.2
52,44674.0,High School,Rural,19.0,96.7,SUV,7.0,161.0,7.5,8.8,1,0.12,6.5,3.7,9.7,3.7,2.4,8.6,0,High,95.0,11.1
68,28887.0,Master,Suburban,39.2,274.6,SUV,5.4,332.3,5.4,15.1,0,0.27,8.3,5.6,9.3,5.0,5.2,10.0,0,High,281.0,76.8
45,55474.0,High School,Urban,24.0,191.6,Truck,7.6,192.0,8.3,4.5,1,0.09,7.2,5.2,9.7,2.8,5.8,7.5,0,High,123.0,11.0
32,16310.0,PhD,Urban,43.6,265.3,Sedan,6.6,413.7,5.1,9.9,1,0.23,4.3,5.4,5.4,5.5,5.8,6.0,0,Medium,197.0,45.1
65,32912.0,High School,Urban,7.1,37.5,Hatchback,10.9,136.3,8.6,2.9,1,0.2,4.0,8.6,3.6,9.6,3.9,,0,Medium,24.0,4.9
34,43719.0,PhD,Rural,30.4,240.8,SUV,4.9,285.1,2.9,1.5,1,0.28,7.5,2.8,6.4,4.6,9.1,4.4,1,High,231.5,63.7
49,85724.0,High School,Suburban,40.2,298.2,SUV,3.1,353.6,4.3,18.7,0,0.34,8.8,5.0,7.4,4.7,5.6,8.7,0,Medium,221.2,74.6
52,151526.0,Bachelor,Urban,29.8,235.2,Sedan,5.8,272.0,7.1,1.1,0,0.31,7.8,7.7,8.0,5.1,4.9,8.0,0,High,143.3,45.0
64,20639.0,High School,Urban,18.2,124.4,Sedan,4.9,101.5,8.3,1.7,1,0.22,5.0,7.7,5.4,5.7,5.9,3.7,1,Medium,76.8,16.8
25,17395.0,High School,Urban,30.2,176.1,SUV,6.0,240.1,9.9,0.5,1,0.31,4.1,6.5,6.8,6.0,6.4,5.3,0,High,136.9,42.8
40,22766.0,High School,Urban,24.3,135.9,SUV,3.3,199.3,,10.0,1,0.11,2.8,5.9,2.9,6.3,8.0,3.8,0,Low,133.8,14.6
26,16019.0,Master,Urban,49.8,303.6,Truck,12.0,429.5,4.4,1.7,0,0.32,3.7,6.7,5.4,8.0,3.3,4.7,1,Medium,222.7,70.9
36,31202.0,Master,Urban,24.0,179.7,Sedan,3.8,194.8,6.4,0.5,1,0.23,7.3,3.0,7.3,2.8,2.7,7.8,0,High,181.4,42.1
69,60682.0,Master,Urban,41.8,251.6,Truck,6.4,369.1,6.1,1.8,0,0.31,2.8,7.8,5.2,6.7,6.3,5.1,0,Medium,228.6,70.8
45,31453.0,High School,Urban,31.2,167.6,Hatchback,8.0,193.4,6.1,0.5,1,0.33,9.4,6.1,6.0,2.1,1.9,7.0,0,High,169.1,55.2
42,22068.0,Bachelor,Urban,32.4,177.0,SUV,8.6,192.0,8.6,0.7,1,0.11,2.4,5.8,2.8,8.6,1.2,1.5,0,Low,161.6,17.9
36,45667.0,PhD,Rural,28.9,179.6,Sedan,6.4,234.2,3.9,6.4,0,0.3,7.7,6.8,9.4,5.0,7.7,9.0,0,High,180.5,54.0
64,16312.0,PhD,Urban,25.0,162.3,Sedan,7.2,188.4,1.7,0.5,1,0.3,6.5,2.4,9.6,5.0,5.7,7.9,0,High,131.1,40.0
35,31233.0,High School,Urban,23.6,153.5,Hatchback,3.5,207.9,7.8,0.5,1,0.31,7.9,9.6,7.6,4.4,3.6,6.7,0,High,127.6,40.2
47,97794.0,Bachelor,Suburban,28.3,202.1,Hatchback,3.6,227.0,6.8,12.6,1,0.17,8.1,7.4,9.7,3.6,2.1,10.0,1,High,132.6,22.0
49,43847.0,High School,Urban,35.0,255.8,Sedan,6.3,340.3,6.0,5.7,1,0.16,8.2,6.1,5.2,3.8,5.9,7.8,0,High,214.7,34.6
57,36401.0,Master,Suburban,42.2,250.4,SUV,12.5,351.6,2.8,12.1,1,0.35,5.1,8.7,9.9,6.0,3.2,7.3,0,Medium,233.6,81.6
35,19174.0,Bachelor,Urban,29.3,211.1,SUV,7.7,163.8,5.3,4.9,0,0.34,4.0,6.0,3.9,7.2,4.1,3.8,1,Medium,204.7,70.0
64,24720.0,Master,Suburban,46.6,256.9,SUV,5.0,304.4,4.2,10.1,1,0.31,5.7,5.4,4.8,8.2,5.0,4.4,1,Low,252.6,77.8
59,66329.0,Bachelor,Suburban,40.5,280.4,Truck,1.7,387.5,5.4,11.5,0,0.3,9.4,8.0,9.6,5.6,1.5,8.5,0,High,262.5,78.4
36,39566.0,Bachelor,Urban,36.1,219.9,Truck,3.1,293.0,5.5,2.5,0,0.23,9.3,6.8,8.0,4.7,5.7,9.2,1,High,194.8,45.3
42,63114.0,,Rural,33.7,174.8,Truck,2.7,271.9,4.6,11.6,0,0.32,6.9,6.8,8.4,4.7,5.5,6.8,0,Medium,166.0,53.3
63,71566.0,Bachelor,Suburban,40.6,299.8,Sedan,6.7,300.8,2.1,11.9,0,0.23,9.9,4.4,7.2,6.0,3.7,8.3,0,Medium,194.4,44.5
50,26781.0,Master,Urban,12.3,75.8,Hatchback,6.3,116.9,8.5,4.8,0,0.1,4.1,3.9,4.5,5.6,6.7,4.7,0,Low,72.8,7.2
33,50810.0,Master,Suburban,42.3,305.3,SUV,12.5,338.3,5.0,9.8,1,0.23,3.3,5.0,3.6,6.9,1.3,2.5,0,Low,241.1,56.1
64,74242.0,Bachelor,Suburban,51.4,308.7,Sedan,7.2,425.5,7.5,5.2,1,0.14,8.5,5.6,9.3,5.5,3.8,9.3,0,High,219.4,29.8
31,56832.0,High School,Urban,31.7,195.7,SUV,9.5,316.4,5.0,0.5,0,0.22,7.3,7.0,5.2,7.8,1.0,7.3,0,Medium,172.9,37.4
63,49439.0,Bachelor,Suburban,44.8,297.3,SUV,13.7,402.1,7.8,13.3,1,0.19,7.4,5.0,7.4,5.1,1.5,5.8,1,High,216.4,42.1
39,36823.0,High School,Urban,28.3,205.9,SUV,5.8,228.2,4.0,3.8,1,0.2,9.8,5.8,9.0,5.8,5.7,7.5,0,High,157.2,32.1
47,60925.0,Bachelor,Suburban,27.5,160.6,SUV,10.1,234.7,3.8,3.4,1,0.23,9.9,3.8,5.3,3.2,3.2,7.9,0,High,121.9,28.1
26,60024.0,Master,Suburban,8.7,68.8,Sedan,7.8,98.4,5.6,16.0,1,0.1,5.2,9.1,5.2,7.5,3.0,4.9,0,Medium,49.9,4.8
39,97065.0,Bachelor,Suburban,27.3,192.5,Sedan,6.6,203.1,6.7,12.7,1,0.25,6.8,5.1,8.5,4.4,6.0,7.6,1,High,197.5,48.5
28,20325.0,High School,Suburban,23.7,158.2,Hatchback,1.5,162.1,5.0,13.5,1,0.28,5.3,6.2,6.9,7.6,1.6,4.5,0,Medium,115.7,31.9
40,81616.0,Bachelor,Suburban,42.2,238.1,SUV,7.9,343.2,4.0,9.6,0,0.22,7.7,7.1,7.7,2.8,4.5,7.3,1,High,176.6,38.1
68,30782.0,Bachelor,Urban,16.5,96.7,SUV,6.2,122.3,5.3,0.5,1,0.11,5.2,5.8,5.3,7.1,3.1,5.3,0,Medium,59.3,6.6
24,76994.0,High School,Urban,38.0,219.9,Hatchback,9.7,312.2,3.1,7.9,0,0.15,7.5,8.2,9.9,3.9,3.4,9.6,0,High,178.0,27.2
46,47318.0,Master,Urban,17.5,108.7,Hatchback,9.8,176.7,7.5,0.5,1,0.22,8.0,7.7,9.3,5.8,1.0,8.2,0,High,88.9,19.8
58,51421.0,Bachelor,Urban,40.4,252.4,Sedan,12.0,342.5,10.0,2.9,1,0.21,6.6,5.5,8.6,3.8,3.5,8.1,0,High,168.1,35.6
44,25311.0,Master,Urban,36.0,209.3,Sedan,5.2,305.1,9.6,0.5,0,0.32,4.9,4.2,5.0,9.7,3.3,5.3,0,Low,137.7,44.7
52,51673.0,High School,Urban,54.2,397.8,SUV,8.0,431.6,7.2,2.2,1,0.22,7.9,6.5,4.5,7.3,4.2,6.7,0,Medium,368.7,82.0
50,26767.0,PhD,Suburban,22.7,170.1,Sedan,1.8,212.0,6.0,18.6,0,0.34,5.9,6.2,5.5,7.8,6.4,6.7,0,Low,168.6,57.9
59,17035.0,Bachelor,Rural,5.0,34.1,Hatchback,4.4,5.7,6.8,4.2,1,0.28,3.4,4.6,4.7,9.9,1.0,4.0,0,Medium,22.1,6.2
29,76852.0,Bachelor,Urban,38.3,254.7,Sedan,4.2,270.6,8.7,0.5,0,0.3,8.5,4.7,6.4,3.1,4.4,6.6,0,High,190.0,56.9
69,40411.0,Bachelor,Rural,17.5,113.3,SUV,4.0,159.0,3.8,7.2,1,0.2,7.0,8.1,4.4,6.9,6.8,5.4,0,Medium,108.1,21.3
61,62092.0,Bachelor,Suburban,32.1,253.3,Hatchback,2.7,295.8,8.6,10.9,1,0.24,8.9,3.9,9.7,4.0,5.1,10.0,0,High,164.0,39.1
64,21332.0,Bachelor,Suburban,51.8,377.0,SUV,3.2,307.6,3.6,6.4,0,0.28,8.1,5.3,5.2,2.0,1.0,7.7,0,High,365.1,103.6
35,16721.0,High School,Urban,29.8,216.2,Sedan,6.9,217.3,5.5,0.5,1,0.31,9.0,9.7,6.2,4.7,6.7,7.9,0,High,184.8,56.5
38,57037.0,Bachelor,Suburban,19.5,152.9,Hatchback,12.0,179.5,6.3,19.4,0,0.33,7.3,7.7,8.2,4.0,4.4,7.4,0,High,92.6,30.3
33,76154.0,Bachelor,Urban,56.7,449.3,Sedan,9.2,496.6,7.7,5.9,1,0.25,9.9,10.0,5.3,4.1,7.0,7.3,0,High,369.1,91.4
55,85902.0,Bachelor,Urban,21.1,141.5,Truck,10.2,208.7,7.4,0.5,0,0.18,8.6,6.3,7.7,2.1,4.0,8.1,0,High,129.0,23.7
46,25404.0,High School,Rural,32.4,209.8,Sedan,1.8,295.4,6.2,11.0,0,0.27,3.2,5.8,3.5,9.7,4.9,3.2,0,Low,138.0,37.2
68,27200.0,High School,Urban,36.5,198.8,Hatchback,7.6,306.2,9.5,0.8,0,0.17,6.2,7.5,6.4,9.2,4.2,5.9,0,Medium,142.6,24.1
44,29332.0,Master,Suburban,21.1,107.8,Hatchback,6.7,169.9,2.7,9.4,1,0.32,5.5,7.7,8.1,4.6,6.4,6.2,0,Medium,86.5,27.6
55,40348.0,Bachelor,Suburban,18.2,128.5,Sedan,0.8,148.0,7.1,9.7,1,0.11,6.9,7.4,10.0,4.5,3.7,9.9,0,High,105.3,12.0
24,18500.0,Master,Suburban,29.6,180.1,Sedan,1.4,294.9,4.6,8.3,0,0.33,6.8,5.1,7.0,7.4,6.3,7.2,0,Low,114.5,37.2
63,71752.0,Bachelor,Urban,63.3,482.9,Hatchback,10.5,494.5,7.2,0.5,1,0.18,8.3,7.9,8.4,3.8,2.9,8.2,0,High,344.3,63.4
61,32917.0,Bachelor,Urban,43.2,225.5,Sedan,10.3,397.7,4.5,9.0,0,0.34,8.9,4.3,9.4,5.4,3.4,6.5,0,High,185.7,63.7
27,39731.0,High School,Suburban,45.8,289.4,Hatchback,7.0,336.0,6.9,6.1,0,0.27,9.2,8.5,9.0,2.9,2.8,9.2,0,High,191.7,51.1
26,51835.0,High School,Suburban,33.6,199.5,SUV,6.2,293.3,2.2,3.7,1,0.26,7.7,6.2,9.8,5.8,3.6,9.6,0,High,142.3,37.6
36,45040.0,Bachelor,Suburban,32.9,256.4,Sedan,8.8,269.1,5.9,9.2,1,0.27,5.1,9.5,3.4,9.5,4.4,4.2,0,Low,231.6,61.9
43,20210.0,Bachelor,Urban,46.8,333.9,Hatchback,8.0,404.5,8.7,0.5,0,0.12,5.5,6.2,5.5,6.1,2.6,4.7,0,Medium,282.7,33.6
67,29070.0,Bachelor,Suburban,22.3,176.2,Hatchback,6.3,185.7,5.4,3.5,1,0.26,7.5,6.9,5.5,4.1,3.1,6.6,0,High,121.2,31.0
66,47372.0,High School,Urban,38.5,201.4,SUV,5.7,238.9,10.0,2.3,1,0.14,9.9,1.0,7.1,5.1,4.1,9.2,0,High,168.0,23.0
47,82225.0,Bachelor,Suburban,27.2,135.9,Sedan,4.8,270.2,4.4,11.7,1,0.28,8.2,4.0,8.1,2.1,2.6,7.9,0,High,94.4,26.6
39,23426.0,Master,Rural,35.8,187.9,Sedan,4.8,352.0,5.1,9.7,0,0.35,7.0,2.8,5.8,7.8,5.4,7.2,0,Medium,135.5,46.9
61,27878.0,Bachelor,Suburban,41.4,309.2,Hatchback,1.6,390.4,5.2,14.3,1,0.12,5.1,6.6,5.4,4.8,4.2,4.4,0,Medium,317.8,38.0
64,41762.0,High School,Rural,46.8,335.6,SUV,5.9,426.9,3.0,11.7,1,0.32,7.1,5.9,4.9,7.9,1.4,6.9,1,Low,322.4,102.3
66,20167.0,Bachelor,Urban,34.2,246.1,Hatchback,7.7,187.5,6.3,9.7,0,0.13,9.8,5.9,7.9,3.5,3.2,8.6,0,High,216.0,28.3
63,53253.0,High School,Rural,10.1,66.9,SUV,5.0,108.2,6.4,13.0,1,0.09,3.7,7.6,4.6,5.6,3.2,3.9,1,Medium,57.2,5.4
57,19628.0,High School,Rural,47.7,253.3,Sedan,4.2,418.7,1.3,13.3,0,0.12,3.4,8.2,3.2,8.6,3.7,4.1,0,Low,229.8,28.4
68,58829.0,Master,Urban,5.0,27.1,Hatchback,3.6,-36.9,7.1,5.1,1,0.22,5.0,5.1,6.1,6.1,5.9,6.6,0,Medium,24.3,5.4
64,42420.0,Bachelor,Urban,30.8,201.6,Hatchback,5.3,210.2,8.4,0.5,1,0.16,6.8,4.0,4.2,4.5,5.2,4.9,0,Medium,186.7,30.6
24,116236.0,High School,Urban,36.2,185.3,Sedan,7.0,290.2,10.0,1.8,1,0.19,9.7,7.7,8.3,2.4,3.3,8.0,0,High,157.0,29.6
29,47691.0,Bachelor,Rural,15.9,125.4,Sedan,6.9,113.5,5.7,26.2,0,0.14,9.7,2.8,7.8,4.1,4.6,8.4,0,High,127.3,17.4
33,32927.0,Bachelor,Urban,5.0,39.4,Sedan,8.3,39.1,6.2,5.4,0,0.31,7.7,1.4,5.0,6.7,6.7,5.2,0,Low,38.1,11.9
22,40548.0,Master,Urban,16.4,87.5,SUV,10.4,118.5,7.3,2.4,1,0.16,5.0,5.5,4.3,7.1,3.6,3.9,1,Medium,60.0,9.5
69,47197.0,High School,Rural,18.5,131.2,SUV,2.8,182.2,5.2,12.0,1,0.15,9.4,4.3,7.2,4.3,5.6,8.5,1,High,97.0,14.3
37,45539.0,Bachelor,Suburban,25.1,178.7,Hatchback,6.1,179.7,3.2,8.8,1,0.3,8.8,2.7,7.1,3.8,8.3,8.1,0,Medium,116.8,35.5
36,64213.0,Bachelor,Rural,24.9,162.7,Sedan,8.3,272.6,5.1,5.5,1,0.27,7.4,7.5,8.4,5.7,1.0,7.4,0,High,104.1,28.1
23,54923.0,High School,Urban,34.3,196.4,SUV,1.0,316.8,8.3,7.5,1,0.23,4.0,6.4,3.2,9.4,4.8,1.8,0,Low,170.9,39.9
60,21671.0,High School,Urban,49.6,340.8,Sedan,9.2,460.0,7.9,9.5,1,0.19,10.0,10.0,7.0,2.4,4.2,8.7,1,High,266.9,50.9
35,39498.0,High School,Urban,15.9,123.6,Sedan,15.1,149.3,6.9,8.8,0,0.22,5.4,7.3,4.4,7.9,6.5,6.6,0,Low,106.8,23.9
30,25754.0,Master,Suburban,27.7,185.7,Hatchback,4.1,228.9,7.6,18.5,0,0.08,9.9,7.9,7.0,4.0,3.5,9.3,0,High,157.8,13.4
40,22081.0,Bachelor,Urban,49.2,269.0,SUV,2.6,439.9,7.1,0.5,1,0.11,9.0,7.7,6.8,3.2,8.9,7.9,1,High,266.3,29.7
22,37737.0,Master,Urban,39.7,257.2,Sedan,5.6,393.8,5.8,0.5,1,0.08,6.1,8.1,8.6,4.8,2.3,7.1,0,High,182.8,14.9
26,57816.0,Master,Urban,33.2,181.3,Hatchback,3.7,328.5,6.9,0.5,1,0.08,4.8,4.7,4.8,9.5,5.8,5.3,1,Medium,173.9,14.0
35,36856.0,Master,Urban,53.1,273.7,SUV,7.8,455.0,5.9,14.0,1,0.32,6.0,8.8,4.6,7.9,3.9,6.5,0,Medium,181.3,57.2
44,48648.0,Bachelor,Urban,17.1,88.7,Truck,4.2,145.2,8.1,1.7,1,0.25,9.2,6.4,8.6,2.0,4.9,10.0,0,High,71.5,17.7
49,22185.0,Bachelor,Rural,32.1,231.3,Hatchback,8.9,293.6,6.4,6.5,1,0.2,8.1,9.5,5.3,3.8,2.5,6.2,0,High,145.6,28.7
48,24009.0,Bachelor,Urban,28.0,160.8,Hatchback,8.2,226.1,4.2,0.5,0,0.26,5.9,2.3,2.3,9.7,5.0,4.6,0,Low,159.1,41.1
50,84714.0,High School,Suburban,39.0,285.9,Sedan,5.1,372.6,5.9,8.7,1,0.21,6.9,4.6,8.3,5.9,7.8,8.1,0,High,238.0,50.4
46,24877.0,Bachelor,Urban,68.4,395.3,SUV,4.3,554.7,6.9,0.5,0,0.34,8.5,6.1,8.8,3.8,6.3,10.0,0,High,277.8,94.1
54,52202.0,Bachelor,Urban,29.9,228.1,Sedan,8.8,226.3,8.8,2.5,1,0.24,7.5,9.8,9.9,5.4,5.9,8.4,1,High,178.4,42.8
30,51240.0,Bachelor,Urban,17.9,112.6,SUV,9.4,197.1,5.6,8.3,1,0.34,7.9,7.8,8.7,5.4,2.4,9.7,0,High,93.3,31.4
51,65684.0,High School,Urban,56.3,407.7,Sedan,3.2,433.0,8.7,0.5,0,0.22,9.1,5.8,7.5,5.0,5.7,9.1,0,High,286.7,62.6
63,65104.0,Bachelor,Suburban,18.1,124.0,Sedan,7.8,110.2,5.4,5.1,0,0.28,8.5,1.7,7.8,4.8,5.6,8.9,0,High,127.3,36.0
